dataset_name,record_id,subject_id,session_id,session_name,signal_channel,file_name,file_type,sample_rate_hz,sample_count,window_count,record_missing_value_ratio,record_flatline_ratio,avg_window_coverage_ratio,avg_window_std,low_coverage_window_count,flatline_window_count,high_motion_window_count,higher_relative_variability_window_count,record_signal_quality_score,has_non_monotonic_timestamps,has_duplicate_timestamps
ludb,1,1,0,,i,1.hea,wfdb_record,500.0,5000,1,0.0,0.2566513302660532,1.0,0.10682002371377444,0,0,0,1,0.7433486697339469,False,False
ludb,2,1,0,,ii,1.hea,wfdb_record,500.0,5000,1,0.0,0.38967793558711744,1.0,0.09586601288030189,0,0,0,1,0.6103220644128826,False,False
ludb,3,1,0,,iii,1.hea,wfdb_record,500.0,5000,1,0.0,0.39887977595519103,1.0,0.07246485107692162,0,0,0,0,0.601120224044809,False,False
ludb,4,1,0,,avr,1.hea,wfdb_record,500.0,5000,1,0.0,0.2340468093618724,1.0,0.10710730771826138,0,0,0,0,0.7659531906381276,False,False
ludb,5,1,0,,avl,1.hea,wfdb_record,500.0,5000,1,0.0,0.23304660932186438,1.0,0.09655768662609822,0,0,0,0,0.7669533906781356,False,False
ludb,6,1,0,,avf,1.hea,wfdb_record,500.0,5000,1,0.0,0.26785357071414284,1.0,0.06803274063333188,0,0,0,0,0.7321464292858572,False,False
ludb,7,1,0,,v1,1.hea,wfdb_record,500.0,5000,1,0.0,0.4920984196839368,1.0,0.1012903450088575,0,0,0,0,0.5079015803160631,False,False
ludb,8,1,0,,v2,1.hea,wfdb_record,500.0,5000,1,0.0,0.31926385277055414,1.0,0.12770264081297533,0,0,0,0,0.6807361472294459,False,False
ludb,9,1,0,,v3,1.hea,wfdb_record,500.0,5000,1,0.0,0.3348669733946789,1.0,0.1061897747741104,0,0,0,0,0.665133026605321,False,False
ludb,10,1,0,,v4,1.hea,wfdb_record,500.0,5000,1,0.0,0.41988397679535905,1.0,0.09517372903611587,0,0,0,0,0.580116023204641,False,False
ludb,11,1,0,,v5,1.hea,wfdb_record,500.0,5000,1,0.0,0.395879175835167,1.0,0.09958854106303057,0,0,0,0,0.604120824164833,False,False
ludb,12,1,0,,v6,1.hea,wfdb_record,500.0,5000,1,0.0,0.4272854570914183,1.0,0.10356129284211651,0,0,0,0,0.5727145429085817,False,False
ludb,13,2,0,,i,2.hea,wfdb_record,500.0,5000,1,0.0,0.22724544908981797,1.0,0.09127827095358307,0,0,0,0,0.7727545509101821,False,False
ludb,14,2,0,,ii,2.hea,wfdb_record,500.0,5000,1,0.0,0.3006601320264053,1.0,0.08422211249290043,0,0,0,0,0.6993398679735947,False,False
ludb,15,2,0,,iii,2.hea,wfdb_record,500.0,5000,1,0.0,0.3482696539307862,1.0,0.07878011871548349,0,0,0,0,0.6517303460692139,False,False
ludb,16,2,0,,avr,2.hea,wfdb_record,500.0,5000,1,0.0,0.19663932786557312,1.0,0.09145113069432223,0,0,0,0,0.8033606721344269,False,False
ludb,17,2,0,,avl,2.hea,wfdb_record,500.0,5000,1,0.0,0.20344068813762753,1.0,0.10162665868152995,0,0,0,0,0.7965593118623725,False,False
ludb,18,2,0,,avf,2.hea,wfdb_record,500.0,5000,1,0.0,0.22344468893778754,1.0,0.07869569643604599,0,0,0,0,0.7765553110622124,False,False
ludb,19,2,0,,v1,2.hea,wfdb_record,500.0,5000,1,0.0,0.40308061612322466,1.0,0.09931189021214754,0,0,0,0,0.5969193838767753,False,False
ludb,20,2,0,,v2,2.hea,wfdb_record,500.0,5000,1,0.0,0.3596719343868774,1.0,0.13427738400221104,0,0,0,0,0.6403280656131226,False,False
ludb,21,2,0,,v3,2.hea,wfdb_record,500.0,5000,1,0.0,0.35047009401880375,1.0,0.10757091924362751,0,0,0,0,0.6495299059811963,False,False
ludb,22,2,0,,v4,2.hea,wfdb_record,500.0,5000,1,0.0,0.35247049409881975,1.0,0.0903949950635374,0,0,0,0,0.6475295059011803,False,False
ludb,23,2,0,,v5,2.hea,wfdb_record,500.0,5000,1,0.0,0.3594718943788758,1.0,0.10401554839269885,0,0,0,0,0.6405281056211243,False,False
ludb,24,2,0,,v6,2.hea,wfdb_record,500.0,5000,1,0.0,0.352870574114823,1.0,0.10949146201356674,0,0,0,0,0.647129425885177,False,False
ludb,25,3,0,,i,3.hea,wfdb_record,500.0,5000,1,0.0,0.2354470894178836,1.0,0.10600494472516112,0,0,0,0,0.7645529105821164,False,False
ludb,26,3,0,,ii,3.hea,wfdb_record,500.0,5000,1,0.0,0.29725945189037806,1.0,0.14313597700697533,0,0,0,1,0.7027405481096219,False,False
ludb,27,3,0,,iii,3.hea,wfdb_record,500.0,5000,1,0.0,0.2420484096819364,1.0,0.12621606643129923,0,0,0,1,0.7579515903180636,False,False
