dataset_name,record_id,subject_id,session_id,session_name,signal_channel,file_name,file_type,source_url,download_path,content_sha256,sample_rate_hz,record_start_ts_utc,record_end_ts_utc,sample_count,has_non_monotonic_timestamps,has_duplicate_timestamps
mitdb,1,100,0,,mlii,100.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/100.hea,data/raw/mitdb/100,60ebc904c7bf3e04d142638d3fd5c903e8dc9f10f1ea3264e07926aa089ee75e,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
mitdb,2,100,0,,v5,100.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/100.hea,data/raw/mitdb/100,60ebc904c7bf3e04d142638d3fd5c903e8dc9f10f1ea3264e07926aa089ee75e,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
mitdb,3,101,0,,mlii,101.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/101.hea,data/raw/mitdb/101,d5f02fbe8673fa05465442191b98ca0d28a1670e7ef0e83fb9ef8723113a311c,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
mitdb,4,101,0,,v1,101.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/101.hea,data/raw/mitdb/101,d5f02fbe8673fa05465442191b98ca0d28a1670e7ef0e83fb9ef8723113a311c,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
mitdb,5,102,0,,v5,102.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/102.hea,data/raw/mitdb/102,a22f09934ee1cfe339d1502f68eb3f0175815f47273b81ea55f75aeb5584cb0d,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
mitdb,6,102,0,,v2,102.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/102.hea,data/raw/mitdb/102,a22f09934ee1cfe339d1502f68eb3f0175815f47273b81ea55f75aeb5584cb0d,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
mitdb,7,103,0,,mlii,103.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/103.hea,data/raw/mitdb/103,3da9706fc27cc5d627a31b04b74b908ac0b6e061843a87cbd57801e5ea0fed7b,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
mitdb,8,103,0,,v2,103.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/103.hea,data/raw/mitdb/103,3da9706fc27cc5d627a31b04b74b908ac0b6e061843a87cbd57801e5ea0fed7b,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
mitdb,9,104,0,,v5,104.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/104.hea,data/raw/mitdb/104,46b5d09e2cae7caaf48f61fc7d0f20962035cf057cf675097fc7d64c4796748f,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
mitdb,10,104,0,,v2,104.hea,wfdb_record,https://physionet.org/files/mitdb/1.0.0/104.hea,data/raw/mitdb/104,46b5d09e2cae7caaf48f61fc7d0f20962035cf057cf675097fc7d64c4796748f,360.0,1970-01-01 00:00:00+00:00,1970-01-01 00:30:05.555555556+00:00,650000,False,False
