dataset_name,record_id,subject_id,session_id,session_name,signal_channel,file_name,file_type,source_url,download_path,content_sha256,sample_rate_hz,record_start_ts_utc,record_end_ts_utc,sample_count,has_non_monotonic_timestamps,has_duplicate_timestamps
ludb,1,1,0,,i,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,2,1,0,,ii,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,3,1,0,,iii,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,4,1,0,,avr,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,5,1,0,,avl,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,6,1,0,,avf,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,7,1,0,,v1,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,8,1,0,,v2,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,9,1,0,,v3,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,10,1,0,,v4,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,11,1,0,,v5,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,12,1,0,,v6,1.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/1.hea,data/raw/ludb/1,5bec2c548bf69c3bbd7bb8133769431345af55624cde309333d348c87f13f932,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,13,2,0,,i,2.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/2.hea,data/raw/ludb/2,cd8c26c310cb79c5d1f9e539d7034df785ecd0bc366c64205618bbbe1f4e69b8,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,14,2,0,,ii,2.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/2.hea,data/raw/ludb/2,cd8c26c310cb79c5d1f9e539d7034df785ecd0bc366c64205618bbbe1f4e69b8,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,15,2,0,,iii,2.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/2.hea,data/raw/ludb/2,cd8c26c310cb79c5d1f9e539d7034df785ecd0bc366c64205618bbbe1f4e69b8,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,16,2,0,,avr,2.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/2.hea,data/raw/ludb/2,cd8c26c310cb79c5d1f9e539d7034df785ecd0bc366c64205618bbbe1f4e69b8,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,17,2,0,,avl,2.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/2.hea,data/raw/ludb/2,cd8c26c310cb79c5d1f9e539d7034df785ecd0bc366c64205618bbbe1f4e69b8,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
ludb,18,2,0,,avf,2.hea,wfdb_record,https://physionet.org/files/ludb/1.0.1/data/2.hea,data/raw/ludb/2,cd8c26c310cb79c5d1f9e539d7034df785ecd0bc366c64205618bbbe1f4e69b8,500.0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,5000,False,False
